depth
4.445312
4.421875
4.464844
4.429688
4.453125
4.433594
4.4375
4.429688
4.433594
4.402344
5.179688
4.722656
5.457031
5.457031
5.449219
5.457031
5.445312
5.484375
5.476562
5.476562
6.203125
6.121094
5.925781
6.222656
6.273438
6.292969
5.6875
6.339844
6.410156
6.738281
6.984375
7.285156
7.101562
6.882812
7.132812
7.148438
7.339844
7.148438
7.445312
8.378906
7.660156
7.660156
7.574219
7.535156
8.285156
8.070312
8.109375
8.242188
8.214844
9.402344
8.96875
9.019531
9.316406
8.75
9.339844
8.964844
8.835938
9.007812
9.046875
10.257812
10.242188
10.25
10.367188
9.648438
9.78125
10.347656
10.199219
9.582031
9.59375
10.601562
10.75
10.617188
10.539062
10.503906
11.046875
10.777344
11.042969
10.53125
10.699219
11.78125
11.53125
12.21875
12.144531
12.1875
12.199219
12.167969
12.023438
12.039062
12.070312
13.347656
12.523438
12.542969
13.0625
12.863281
12.871094
13.292969
13.035156
13.128906
12.585938
14.433594
14.261719
14.152344
13.988281
13.957031
14.476562
14.496094
14.011719
14.480469
14.117188
14.726562
15.421875
14.824219
14.582031
14.585938
14.695312
14.660156
14.878906
15.035156
15.367188
16.070312
16.167969
16.195312
15.75
15.855469
15.898438
15.898438
15.8125
15.960938
16.351562
17.160156
16.761719
16.824219
17.039062
16.851562
17.355469
17.273438
17.367188
16.578125
17.398438
17.773438
18.425781
17.539062
17.90625
17.515625
17.890625
18.320312
18.421875
17.503906
17.8125
19.449219
19.449219
19.007812
18.546875
19.429688
19.222656
18.839844
18.820312
18.578125
18.777344
19.949219
20.476562
19.695312
19.695312
20.296875
20.34375
19.714844
20.019531
20.289062
20.289062
21.273438
21.097656
21.050781
20.640625
20.867188
21.464844
20.554688
20.625
21.316406
21.191406
21.980469
22.214844
21.945312
22.265625
22.402344
21.683594
21.9375
21.941406
21.828125
22.207031
22.980469
22.742188
22.671875
22.859375
22.53125
23.363281
23.152344
22.59375
22.777344
22.953125
24.34375
23.601562
23.683594
23.746094
24.003906
24.023438
24.121094
24.179688
24.199219
24.09375
24.613281
25.425781
24.597656
24.964844
24.742188
25.042969
24.992188
24.964844
25.09375
24.554688
26.292969
25.621094
26.042969
25.597656
25.632812
26.234375
25.988281
25.710938
25.832031
26.269531
26.914062
27.011719
27.410156
26.953125
27.261719
26.542969
26.949219
26.660156
26.707031
27.371094
28.035156
27.535156
28.398438
27.992188
27.679688
27.683594
27.746094
27.785156
27.816406
27.855469
29.191406
28.929688
28.816406
28.804688
29.183594
29.042969
29.226562
28.714844
29.148438
28.554688
30.371094
30.234375
29.855469
29.640625
30.09375
29.871094
30.40625
29.601562
30.410156
29.609375
31.25
30.757812
30.828125
